bedroom_count,net_sqm,center_distance,metro_distance,floor,age,price
1,29.50732515,1307.15,120.9693611,2,2,92580.69071
1,58.53883748,1097.05,113.8580949,11,8,96228.88146
1,28.76885212,1961.83,144.8485953,3,64,89862.53588
1,16.17661255,1450.79,112.4340417,20,95,89382.5869
1,57.13229124,1541.94,120.7969419,7,58,89065.55793
1,41.21376036,1055.15,54.3061859,1,62,89639.81114
1,41.21047459,1019.11,5.405769883,12,9,94222.22937
1,28.76573063,1639.05,156.3858071,1,60,89020.97626
1,28.33361492,591.86,33.17835319,10,3,96666.2566
1,29.04562997,118.74,33.82571278,2,76,94894.01407
1,50.38741758,1082.27,52.03938178,7,34,91117.83483
1,19.22667095,1826.01,200.7954281,6,57,91152.71317
1,31.92475555,1710.06,160.3545455,17,11,92501.88877
1,21.68272034,485.69,100.6821342,19,27,97690.66586
1,37.63857883,711.13,84.11878206,10,6,94468.83942
1,22.78741071,1034.78,58.88969545,17,87,91300.18516
1,59.97250573,1093.92,54.91294254,19,85,93231.33085
1,38.99367398,843.2,46.94551676,14,32,95522.5224
1,47.87032951,419.47,22.17467339,2,78,91615.98568
1,51.95295835,137.91,15.22016711,7,94,95801.14523
1,25.39947936,1542.74,80.58910796,15,33,91232.50633
1,14.94870137,948.91,130.4432243,23,46,93534.51766
1,28.48998247,1987.03,202.115822,19,76,88606.0918
1,19.70056774,1031.72,16.04261569,2,3,91228.25529
1,41.00452181,1009.41,165.2595097,23,52,97312.32351
1,28.34823686,1948.55,270.1639588,1,84,89187.46909
1,50.23210786,1438.12,120.4345582,20,8,94336.51703
1,62.76054238,1691.53,98.70006892,12,54,90229.87376
1,38.15604714,520.33,99.55228635,4,75,92713.61674
1,44.99096257,1838.95,145.3466527,20,8,93347.84241
1,68.77090419,1335.34,181.3028535,14,75,94713.15755
1,31.65921698,1291.66,126.6631489,1,87,88944.27543
1,44.66248927,617.55,104.4114518,15,31,94419.85012
1,56.09680415,1353.19,139.6054199,6,61,90102.95975
1,50.96089483,1056.68,130.4298584,4,73,92119.29773
1,34.48506964,1882.43,169.943701,22,54,92161.63984
1,36.09688472,387.52,129.0343349,15,72,96801.67729
1,36.09854487,1417.05,60.14654694,6,62,89538.15733
1,44.76206002,1022.48,140.4930354,8,90,90902.21098
1,38.77983123,1298.74,58.23042974,4,11,92163.05434
1,41.14484873,1089.23,195.2117593,7,71,94936.59937
1,46.025646,287.23,5.169750962,17,72,96151.55148
1,20.75412906,507.3,141.8041013,13,21,97148.86375
1,49.91737872,1511.67,210.0760396,3,61,89981.26338
1,36.87340339,1060.64,188.835548,21,11,94723.4437
1,33.36922637,33.91,48.35413291,19,4,100558.6496
1,12.66023442,728.36,22.49111575,19,73,94999.98115
1,27.38183089,1168.25,200.6457477,14,64,91989.77349
1,45.80074904,716.83,51.11453145,14,40,92890.3715
1,64.97119762,1936.97,214.4501198,14,32,94367.6781
1,21.51358855,877.97,126.3798984,9,86,93409.76923
1,39.55732771,1976.81,208.6168685,8,9,92630.33139
1,34.73394199,632.95,103.0758336,16,66,96833.30951
1,38.71025434,604.45,73.22177656,18,2,95509.4739
1,18.51873528,1299.12,61.95076047,7,69,90080.56626
1,49.5518782,1340.97,187.0065948,12,13,93268.5739
1,52.55314452,1177.2,71.21960701,24,75,95430.79324
1,61.83218478,528.5,40.08327298,19,42,95335.06086
1,52.74702635,1528.73,115.8280224,3,87,87808.51527
1,48.83771873,701.44,155.5927864,13,94,94143.3707
1,30.49289535,1455.54,164.6133379,18,9,95826.55993
1,51.47935534,1655.31,169.3509918,21,15,94797.35996
1,43.22425419,1535.65,99.71269628,20,23,93167.51262
1,22.58652505,109.21,36.79135956,9,24,94385.22773
1,52.05906298,1983.36,144.785767,13,80,89472.30699
1,66.54250905,1246.75,113.7990279,10,82,92616.68597
1,53.91365537,1397.25,93.96019608,23,76,92028.83293
1,62.21438844,1351.38,155.4458647,3,51,92835.17273
1,40.38608437,803.6,101.1535408,15,29,96869.991
1,44.49015256,671.84,50.05066222,3,55,92071.38894
1,37.00899953,690.99,81.98943563,5,60,94613.39358
1,38.80876285,1806.23,107.9076246,5,27,88624.0912
1,67.77905189,801.16,94.07398506,3,52,93031.4011
1,57.35641623,195.46,25.92507477,23,64,95979.88559
1,39.7672361,246.29,53.91767184,16,19,97103.59675
1,23.82218563,579.61,171.3221387,15,11,95625.00667
1,21.15144569,1682.68,198.6651743,15,20,93651.59655
1,67.44306121,1610.6,99.31288873,15,5,93314.99144
1,58.0779329,1426.59,184.2439144,21,73,93624.09947
1,43.03063987,597.99,30.73986976,12,93,91659.40179
1,19.2367046,1872.87,165.1462197,22,9,93573.01277
1,21.68826783,384.9,120.3081361,20,2,98697.47935
1,54.14322819,1471.05,95.1567589,8,21,93771.63936
1,29.83190641,1408.67,85.45837307,23,19,93259.50209
1,48.21814403,1531.37,132.9006738,10,18,91969.86153
1,48.22279074,1557.37,106.9893857,10,64,89468.96703
1,27.83649356,1988.33,235.2814961,14,21,91513.77651
1,37.76814528,1140.4,45.26256738,2,85,89538.04381
1,35.73533929,365.69,11.02109776,12,50,95627.70609
1,12.90546863,697.99,37.91747747,22,97,91365.77535
1,18.54258916,982.67,184.9169027,10,96,92630.94206
1,59.90397456,1131.53,149.3087403,14,97,94664.9621
1,37.26869529,497.86,49.18496207,15,11,94762.58547
1,57.27803567,1967.96,219.3345488,21,70,91887.32025
1,16.35564074,1014.61,41.30413263,16,73,91986.02234
1,41.4607958,935.32,6.940245161,24,43,95955.04927
1,12.71971676,203.2,77.68948962,9,70,94768.7323
1,24.92274737,551.7,65.5001306,6,0,93639.48804
1,24.67708085,238.58,67.51514119,1,89,92262.35847
1,38.58056515,1116.67,116.4366826,9,13,95269.92778
1,55.7001208,817.11,107.6196259,15,74,94783.43721
1,37.95647457,1957.87,136.0378168,11,15,91101.17243
1,23.67054572,1774.98,125.2707111,23,18,90429.79122
1,43.25548435,858.4,54.47937482,11,10,92495.11726
1,33.0977157,366.4,33.84995795,1,73,91926.14876
1,66.5480997,1329.16,87.44347986,17,8,95425.95278
1,71.52065926,1676.33,39.69954239,12,75,89850.90249
1,31.96274428,1275.88,146.0907726,8,37,90906.30117
1,65.57039962,301.51,29.74415396,21,37,98292.45798
1,60.02566678,710.82,26.99565018,8,60,94267.3358
1,24.10182933,21,79.04072977,4,61,94942.25153
1,10.55743505,1502.31,70.56505451,21,75,89789.71429
1,33.70410777,1801.64,175.5001435,16,40,89975.53084
1,49.71789667,54.65,2.954359089,18,26,99757.98057
1,48.92457664,882.69,21.03742511,15,47,91933.85019
1,46.33283689,1601.85,170.330333,5,31,92035.90628
1,53.1954074,323.87,20.57098344,12,84,96123.89712
1,70.11224395,1435.85,167.8160276,22,15,96581.68263
1,24.46062871,1844.2,207.1532077,18,82,91152.42356
1,59.3909992,1424.85,236.3982975,6,53,93825.41938
1,45.36077059,1646.91,215.0482975,20,20,95929.80577
1,15.49577524,576.64,33.4385081,12,88,91584.32634
1,64.52394796,467.26,30.08444112,24,76,95312.85522
1,66.20777751,1915.15,227.3464798,8,61,93043.81139
1,43.76496669,1671.8,182.4685763,1,71,89156.06054
1,13.57132353,688.36,60.73609378,17,85,94320.0903
1,67.47338573,558.31,13.34635454,13,64,93129.11387
1,38.07759328,1663.43,163.70493,1,19,90897.86545
1,74.68679934,1270.9,109.4734805,17,31,95136.25374
1,27.49982734,550.65,95.0674454,11,24,93947.38847
1,33.57987062,444.6,55.87491076,3,95,92270.83122
1,41.07038341,41.89,43.08649811,22,78,97788.2292
1,26.63946685,1783.67,137.2093452,20,41,92845.67029
1,21.95923127,1996.16,132.4320872,4,76,88436.96036
1,14.93341374,1816.33,142.9672153,22,60,92372.0665
1,71.4634096,1535.17,137.3142793,16,37,92986.70195
1,68.62562184,190.35,36.08908678,2,31,94655.1496
1,16.59125933,1092.98,211.3336475,15,26,95591.4246
1,26.19330342,1522.01,134.8680424,23,19,93080.33929
1,36.70495054,1985.85,130.92925,19,83,88108.39715
1,20.29282314,1624.46,123.0216013,5,1,88940.16127
1,31.77123956,1974.11,201.7439737,23,83,90257.7663
1,54.61079045,1007.87,93.87139971,22,34,94620.64369
1,67.84180371,1260.41,121.2622269,10,87,93283.6403
1,63.81054364,1598.57,155.4803518,13,36,93315.03266
1,60.28536911,1919.58,142.8963966,18,54,91629.29337
1,35.68711402,1026.69,80.50601351,11,3,92367.50648
1,33.34978908,427.15,13.77750583,3,16,95779.86706
1,52.73747747,502.18,65.99870231,5,57,96065.19053
1,31.52123286,1071.6,38.63487841,13,14,93404.10258
1,55.16963989,351.85,70.72640509,11,2,98489.62681
1,70.8030675,568.63,72.48963654,19,88,97752.06966
1,54.62250874,1300.04,150.8490018,9,20,94116.6759
1,52.14093321,519.4,14.87414872,3,39,93345.66209
1,41.38562028,1610.53,125.0841093,9,86,88853.09877
1,25.84026871,677.88,54.36517112,1,41,91147.71408
1,76.99355999,1755.86,143.137856,19,5,94828.46804
1,39.35946031,1429.64,113.2169515,24,48,94102.31385
1,40.29250799,1442.05,187.4010782,2,22,92628.12834
1,63.5168873,115.43,64.3696296,17,26,97793.41618
1,23.32394898,1667.41,109.398687,19,36,89968.93009
1,60.44258622,1968.18,103.8149836,23,2,91485.75281
1,30.99307303,727.88,91.56244382,2,39,93682.5608
1,48.44913106,1486.64,105.0082015,4,38,91970.14113
1,53.47600169,73.59,13.72075817,6,44,95640.47448
1,23.07117527,991.54,73.27217914,16,62,92431.2105
1,35.80840534,821.26,108.4903376,16,69,95949.36934
1,38.04424183,557.61,84.92235718,19,46,95880.72145
1,63.39494588,1494.36,98.21253108,5,79,91120.18029
1,69.21630038,1222.69,40.87390223,16,18,95076.83992
1,51.72660528,1454.39,161.414069,14,33,94361.19811
1,32.1955995,767.45,39.25479808,24,8,94349.21
1,16.59580089,1694.74,149.8982352,3,76,88139.68021
1,14.34656816,1748.19,60.52310971,13,12,89328.61976
1,25.2108154,556.05,59.48342984,13,47,95153.92516
1,20.47003542,1431.52,155.0313512,21,26,95381.27241
1,52.0554958,1489.95,138.5166044,12,72,92047.58298
1,59.81392775,210.14,3.368291415,3,81,93785.68244
1,14.36330544,1481.3,138.1870083,2,1,92202.53716
1,48.45749053,364.81,52.78521728,7,90,92405.51484
1,32.11529986,1419.93,225.5893154,24,95,93500.86435
1,45.9247708,1057.9,114.7156661,10,10,95781.73926
1,29.73339989,986.52,56.16637088,13,16,94289.69303
1,32.02905381,1233.82,135.7308889,22,48,95229.64211
1,64.52019414,403.2,30.48280305,6,71,95616.40701
1,46.44521294,1632.87,250.1829431,1,77,90704.90759
1,47.43558223,1046.23,88.63366714,12,71,94110.23726
1,16.68625085,863.13,43.07920761,22,76,95105.40568
1,11.17859151,1018.03,168.4415527,24,85,94565.41331
1,75.00472955,1351.27,135.9314844,13,43,95708.93755
1,34.28316992,1043.1,41.61633169,11,89,91378.18897
1,45.70364374,620.64,116.4148645,19,19,95610.14919
1,19.96771745,437.21,73.83980823,5,52,94435.88832
1,30.42538373,200.65,83.15081148,3,54,95827.55777
1,42.54494546,1447.66,98.88502202,5,44,91348.82841
1,16.23080383,1619.85,121.7351441,3,95,89032.50013
1,40.47443004,233.29,136.1919349,15,53,99412.72198
1,48.93018435,1112.98,47.16740886,21,12,93416.79087
1,35.00076141,1914.02,165.464315,22,94,92293.64427
1,36.59825437,1526.88,194.2637681,8,8,94913.23752
1,41.32478248,1261.6,118.4302484,2,48,91024.82379
1,72.3995629,435.4,68.33368399,1,96,95315.66773
1,40.75508925,1995.32,159.6063485,7,36,89996.02794
1,73.32416786,790.97,89.69009439,19,44,94647.48571
1,35.17862158,1902.15,105.8671574,22,66,89584.50689
1,43.12424307,1254.14,195.779134,4,46,94530.59683
1,10.50835197,53.31,38.1170541,7,38,93403.03297
1,37.36998522,1926.02,106.6288764,21,5,91455.88793
1,37.1758045,1926.76,106.0725247,21,71,90675.92969
1,53.25068565,14.67,36.00895763,5,78,96753.39021
1,39.10331011,950.14,77.53392809,8,25,91610.12139
1,44.17894538,1779.13,153.436622,15,68,92743.80291
1,29.13625959,643.29,111.7832903,3,71,94321.1795
1,48.67927839,1469.65,95.73461236,2,72,88306.52869
1,61.27696977,723.87,45.90430954,8,49,95775.94764
1,20.30542912,1573.37,146.3208795,5,58,90048.39063
1,21.74764978,261.61,20.4635799,5,10,96772.8084
1,65.88351145,1892.08,164.9219362,9,35,90806.39094
1,42.89480484,515.82,10.44358057,18,14,98063.56311
1,46.00270237,1986.26,138.1137506,7,63,89914.42637
1,49.92769823,1917.99,186.3449179,19,4,93849.50694
1,49.23051477,812.99,28.62334585,22,84,93661.09745
1,59.08062386,1727.1,97.57123704,3,55,88439.04318
1,32.983966,371.68,25.56784919,11,55,96398.67553
1,49.94630823,361.3,145.3531749,15,71,98832.85492
1,20.44373339,1044.09,58.73308621,6,91,90065.48284
1,53.41429518,1191.25,154.3755362,2,96,90082.03482
1,19.82830331,48.1,41.68841671,24,16,98424.42026
1,40.32485477,879.29,19.68885224,1,58,92341.05867
1,20.84224581,1323.6,157.7866489,13,45,91678.9006
1,50.06549385,620.83,86.19067622,24,26,98457.08131
1,19.17651751,1468.8,44.39747083,9,21,90106.64049
1,38.50154893,977.56,110.5271231,7,4,92451.90192
1,21.10034185,782.81,153.4304398,11,78,92661.20656
1,38.50032143,1834.94,218.57007,6,70,91732.99493
1,65.52574213,1052.42,72.04850981,1,71,90157.42615
1,41.00423167,1485.13,72.95782985,19,48,92569.32971
1,29.55595564,1595.79,121.5749684,4,79,89869.70595
1,36.90437828,1667.02,136.0140252,17,66,90995.86492
1,42.99271954,1194.8,89.29732278,24,36,93260.87559
1,53.46215983,1469.69,140.1072928,17,12,95977.12467
1,20.30645967,1386.8,86.6048038,7,3,89969.03593
1,50.63464073,1829.63,92.77712631,22,72,89217.98308
1,16.17658192,1520.87,205.1048924,19,62,91629.2777
1,55.58163575,434.33,4.617240773,6,3,97041.86552
1,29.7752086,672.49,27.90942,15,38,95055.1595
1,42.11228427,1829.09,140.7193998,2,92,89759.22198
1,23.34861338,864.39,53.8123093,15,48,92981.98822
1,55.90229672,1100.35,130.0494149,1,62,91625.09091
1,41.5233135,1528.45,172.4833575,20,24,92412.95546
1,66.12557828,1745.24,157.2601445,11,5,93956.53429
1,39.85368161,738.86,113.0898187,19,13,95083.89451
1,60.87419264,18.15,18.63174919,2,13,98033.78544
1,55.99027272,732.87,65.17419442,24,41,96786.16836
1,42.05716332,1230.89,118.8265084,8,20,92468.51782
1,63.71320901,347.38,21.73152532,12,75,94407.68988
1,32.89234074,1249.4,92.7035243,24,97,92267.37531
1,41.63786771,1055.52,38.59623343,22,34,95114.32949
1,15.49436678,1360.3,164.5085632,16,46,91334.59434
1,34.27514275,1329.48,107.180271,10,66,89425.56487
1,26.96303542,640.14,60.08734908,13,30,94508.70661
1,62.96108687,465.68,66.60303881,8,49,96111.49932
1,11.81769935,1067.01,128.1966233,19,91,92376.07461
1,66.52624112,1213.01,30.63972957,6,62,89470.13555
1,43.16985854,1641.33,137.3745162,9,62,91541.64715
1,50.07867688,463.61,85.7338456,22,82,96566.12168
1,42.01358915,1948.87,194.7623238,11,46,91628.19768
1,30.21821643,1677.07,152.8678276,15,70,91693.97644
1,16.64617542,1438.04,46.58784488,12,97,90195.01169
1,73.65605552,1017.6,17.99224963,3,22,90680.36938
1,47.78589975,816.37,155.8800466,13,49,96616.49985
1,37.62610203,1314.2,146.6425139,10,44,94499.26278
1,39.89483625,532.84,36.82184497,24,11,99172.79774
1,19.9887035,289.76,8.406812562,16,86,93632.74508
1,26.90245717,1879.93,88.36999057,12,84,86113.59297
1,37.0730382,785.33,32.60508941,14,79,92663.98468
1,57.56108822,276.32,67.76499621,11,92,94789.09016
1,46.18826209,179.47,73.20739333,12,83,94957.38574
1,29.20759195,1570.78,214.6991358,15,49,91487.09079
1,11.7183453,1943.99,217.586697,7,53,90843.48641
1,12.59759194,595.74,23.68390315,9,68,92756.27078
1,24.61376843,531.44,86.16275908,9,30,93536.50753
1,40.71927078,1143.93,120.7277896,12,97,93641.08055
1,21.23348604,1417.32,168.2847911,5,41,90940.48486
1,56.65500061,819.08,76.66347946,5,11,95634.13741
1,29.20743521,604.18,45.12351645,2,22,94774.25942
1,30.11431528,1669.92,109.9103756,19,91,89684.46956
1,66.56815407,1704.67,81.09356502,24,42,94717.89518
1,13.21543817,316.07,68.46119747,5,72,94181.40357
1,12.77422138,419.87,22.33257776,19,40,93996.31446
1,46.26292564,817.6,61.91066692,12,45,94709.21689
1,21.42873618,1319.96,205.4324593,2,58,92927.58591
1,29.51419301,1625.77,180.5443553,15,36,90590.13292
1,15.75702877,252.26,41.24465006,6,24,95277.63096
1,11.00714208,1176.89,113.0231903,1,88,89807.24746
1,18.96947349,1152.26,179.703143,23,44,93437.30298
1,48.69534731,1056.35,181.0509654,19,41,96847.71915
1,44.65917531,365.8,79.39725557,13,27,98654.36977
1,18.83972617,72.94,35.67582957,7,60,93806.89989
1,30.35132046,1799.2,168.1140957,2,37,89538.7726
1,18.55448322,810.82,66.46845229,8,73,92818.77618
1,32.76536357,722.25,69.70016147,9,88,94142.99105
1,73.07618648,303.3,74.44930437,5,30,98316.63072
1,38.35811697,1474.73,104.2600973,16,49,90225.58463
1,33.62900276,247.75,35.79271775,6,45,95678.22674
1,71.36346234,1519,113.3677227,12,65,93806.22499
1,34.47579428,1245.15,41.21819434,2,85,87935.37764
1,15.62694479,797.03,85.57629529,4,20,93076.88568
1,52.7393934,692.75,78.08836023,8,48,94226.00078
1,40.93767633,49.08,45.4964856,9,41,97522.95021
1,68.13974298,1041.54,94.00323231,13,42,93393.66185
1,46.15319526,370.19,37.23010876,9,27,97158.41476
1,57.09807389,820.76,54.10695087,9,68,93708.97978
1,40.51784203,952.88,81.46266165,17,42,95224.88681
1,38.53026095,1976.27,187.5789469,2,19,89044.92372
1,34.69090313,462.39,85.40673808,6,6,96402.027
1,62.02387401,1224.11,104.4145266,19,80,94285.26202
1,33.53662659,1929.55,196.5302803,19,24,90510.70457
1,29.10636116,1581.8,94.13139931,23,20,91467.62575
1,25.76335828,1511.28,96.88374221,20,81,92756.02484
1,15.33720494,203.03,12.75323505,12,17,97232.69161
1,26.69084777,626.58,3.660776801,17,80,91808.64207
1,36.93344441,1252.93,153.7760919,6,45,92041.9855
1,72.50500348,1161.83,127.7212165,22,32,94454.04708
1,16.66653538,904.94,95.39938822,16,46,95628.26938
1,52.10381868,100.48,25.98840626,21,37,98259.69441
1,52.16744477,1870.96,269.4385781,7,33,93132.88219
1,36.80068095,1216.37,86.0300906,5,17,93318.70285
1,17.35668156,1901.14,61.03053572,6,27,89312.0216
1,68.40187036,1411.55,124.509323,21,31,93687.99206
1,36.17519215,965.15,60.98754787,16,97,93528.48068
1,33.74270415,1176.57,56.94980703,12,12,91837.21316
1,18.09893144,261.62,1.58632391,19,29,95633.27448
1,22.50052189,327.32,38.52572146,18,36,95254.99422
1,15.64183785,1168.2,79.99716497,16,39,91903.2334
1,32.58041496,1136.85,222.939184,19,26,96941.65773
1,38.87231083,1424.06,80.14018092,12,86,90336.37933
1,19.14074771,47.73,16.86992075,8,15,94961.55878
1,37.48069286,1940.79,73.85076861,12,57,90491.25796
1,10.30687727,819.66,46.79666833,3,32,89939.35026
1,25.67741036,902.09,67.40457327,19,41,94093.85679
1,31.49805411,1157.38,191.1078339,10,5,94932.74452
1,54.03055591,1252.47,162.4420196,19,29,93375.87303
1,18.40325208,270.19,90.27394382,21,69,94822.48354
1,30.50912234,1295.39,173.0148032,5,44,92069.44491
1,51.71435535,963.56,111.5204473,16,68,94151.90066
1,48.48156019,1571.76,180.0286974,10,92,89461.47781
1,73.52547744,825.4,125.7579414,21,92,95956.22745
1,65.50416653,1628.31,101.1097377,19,71,91711.9524
1,71.12929996,1690.35,130.915619,4,28,91287.40029
1,10.29939226,549.68,92.60100057,7,66,93928.75055
1,24.39726489,1934.6,249.7804041,6,25,90848.15701
1,75.61013498,1027.16,120.1010032,23,56,95183.49256
1,34.39264188,578.04,49.73840197,16,34,97288.70249
1,35.4359903,1452.62,141.7611828,19,39,92789.18445
1,61.73455179,226.05,2.847331771,21,46,98258.95422
1,50.64611132,569.14,106.2368169,11,21,95109.37658
1,27.64009347,1982.5,243.3260986,10,70,90966.35738
1,66.31537406,321.37,163.7345026,4,37,97956.94393
1,23.12063359,853.93,73.15746669,22,72,94957.75778
1,38.72088551,1185.02,73.72415166,20,77,93202.88601
1,38.4755843,1495.02,108.8401017,2,59,89693.20126
1,25.4766185,697.77,58.9065622,7,44,94378.11594
1,41.0060601,977.05,107.0711215,8,76,91458.42778
1,52.6870045,651.29,56.90398597,7,58,91908.41335
1,64.67003313,388.9,89.81834228,23,3,98415.07341
1,29.23602082,1508.87,118.4257674,18,89,91211.01406
1,41.87040652,1196.76,29.32001378,10,4,93122.97192
1,28.24312557,1692.45,93.36260347,17,89,88678.48476
1,44.06790399,950.74,150.6380036,1,69,90528.35379
1,43.1378225,1270.21,159.0819136,12,81,91180.1834
1,11.71425435,1824.95,232.9937033,1,34,88269.50159
1,29.74198448,1931.58,75.41096551,22,6,91313.76768
1,39.91222128,132.21,20.68984766,21,3,96892.31028
1,40.75870552,450,65.43451375,1,60,94497.42188
1,27.05103639,700.68,115.4598078,13,93,92364.44743
1,32.02972392,1438.1,143.6429835,22,72,94033.36952
1,51.0025998,50.31,91.66133903,9,93,97383.89343
1,32.13228749,918.72,71.55451595,15,10,93376.84336
1,40.24712995,459.2,53.43389805,10,57,96332.61532
1,37.65978126,927.05,38.99848713,16,86,92169.24166
1,15.78537805,1981.92,225.2099232,2,68,86549.56845
1,62.81923585,564.01,121.3772853,4,94,93162.68777
1,47.55954474,1557.88,21.72985474,8,85,86550.86612
1,72.14284758,1664.39,192.997715,17,69,91172.00955
1,32.29881464,1472.83,20.57449707,21,58,90522.11397
1,66.89316151,1031.07,112.8712528,14,58,96107.73995
1,40.17512848,1898.12,232.0743282,16,82,89358.09643
1,26.99536489,699.9,66.23380532,21,25,94928.31863
1,70.94096914,638.46,28.18983979,17,44,97497.6427
1,26.18776186,373.53,20.53542771,13,28,96247.2089
1,42.57693995,1946.73,166.0934608,23,8,94234.24021
1,39.61770603,1789.29,150.891258,12,69,90899.0882
1,19.6364749,1101.81,93.66876103,21,1,94150.86223
1,38.22888467,1570.66,152.0334024,6,55,89047.98435
1,19.29398568,1096.59,38.26441731,23,49,94880.40153
1,14.65850089,775.56,57.69940851,4,42,91304.85263
1,11.10890483,312.8,104.0650585,1,13,95289.75832
1,53.28598831,1462.21,112.3666288,9,94,91871.4463
1,15.54874891,481.19,21.11529534,23,77,96247.76333
1,35.74431505,1403.82,180.2536652,1,85,88475.32499
1,17.69927099,742.88,125.9281301,4,29,91747.78843
1,27.3364761,378.37,2.4581121,1,92,90434.30917
1,11.15451128,1698.82,161.0902286,24,61,89978.80975
1,42.21067821,1401.38,130.9402678,22,57,93969.9729
1,32.85056425,746.16,114.277806,5,43,93733.9848
1,15.10805252,500.47,31.66256269,16,23,95105.33412
1,50.17557412,1854.54,133.0073109,17,95,89668.78367
1,61.54692947,798.33,136.7419895,17,87,93609.98758
1,42.14921125,660.73,60.48240909,19,82,93480.66764
1,23.75525016,1587.78,104.8215306,22,58,93047.2612
1,16.84068678,457.2,141.7108341,23,80,97023.26771
1,29.24820035,959.39,96.09858486,9,19,92789.8898
1,14.16901284,1251.35,76.16926706,23,16,94263.60146
1,42.16357449,510.22,55.74767004,9,67,94529.21572
1,34.7658322,848.21,94.07678466,11,7,94251.05043
1,34.60561449,344.57,61.85562772,23,5,98625.52657
1,34.38380452,920.72,83.29619495,19,45,93940.89518
1,70.28469177,886.01,106.0911104,24,36,95907.472
1,45.95250502,1713.38,176.8932956,10,72,89729.73775
1,38.48646005,1472.92,41.07577945,22,50,92880.99667
1,23.96430923,377.81,35.8531861,12,42,95080.52887
1,53.80447172,753.9,106.2461204,15,90,95278.92638
1,54.74598371,602.23,83.69469104,7,28,96416.47443
1,54.54460049,1179.23,87.9377595,9,52,91458.52573
1,45.74492647,1763.12,118.3994746,16,85,88967.14644
1,29.81460953,671.86,117.121394,11,50,92861.6948
1,24.17651982,1218.57,12.08109493,24,45,92520.39867
1,27.72735355,989.62,56.07121351,9,38,90412.50442
1,19.81690315,1614.87,88.34817723,14,72,90886.83453
1,41.63531507,510.63,85.20457606,17,86,95795.52021
1,48.84432493,633.91,29.33641867,17,14,95672.31943
1,64.28704468,1142.09,79.25621709,22,71,94688.04293
1,23.4364296,1896.58,159.8447215,5,18,90706.22341
1,72.3507344,1392.5,147.5946625,7,22,95309.74089
1,25.92888321,1212.27,89.48485009,14,90,90403.22783
1,25.63845183,1488.98,161.1737946,19,78,90261.88446
1,33.68131483,656.5,48.10794858,9,94,92114.99462
1,29.14332349,1872.59,114.331269,4,9,90332.3592
1,43.16426468,225.3,37.86600553,24,56,99344.30157
